"","party","answer","candidate_id","candidate_name","pct","pollster","state","harris","vote"
"4932","REP","Trump",16651,"Donald Trump",48,"J.L. Partners","Arizona",0,"no"
"4933","REP","Trump",16651,"Donald Trump",39,"J.L. Partners","Georgia",0,"no"
"4934","REP","Trump",16651,"Donald Trump",46,"J.L. Partners","Georgia",0,"no"
"4935","REP","Trump",16651,"Donald Trump",32,"J.L. Partners","Wisconsin",0,"no"
"4936","REP","Trump",16651,"Donald Trump",41,"J.L. Partners","Wisconsin",0,"no"
"4937","REP","Trump",16651,"Donald Trump",53,"HarrisX","",0,"yes"
"4938","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"4939","REP","Trump",16651,"Donald Trump",40,"Redfield & Wilton Strategies","Arizona",0,"no"
"4940","REP","Trump",16651,"Donald Trump",44,"Redfield & Wilton Strategies","Florida",0,"no"
"4941","REP","Trump",16651,"Donald Trump",45,"Redfield & Wilton Strategies","Georgia",0,"no"
"4942","REP","Trump",16651,"Donald Trump",39,"Redfield & Wilton Strategies","Michigan",0,"no"
"4943","REP","Trump",16651,"Donald Trump",44,"Redfield & Wilton Strategies","North Carolina",0,"no"
"4944","REP","Trump",16651,"Donald Trump",44,"Redfield & Wilton Strategies","Pennsylvania",0,"no"
"4945","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"4946","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"4947","REP","Trump",16651,"Donald Trump",52,"HarrisX","",0,"yes"
"4948","REP","Trump",16651,"Donald Trump",43,"HarrisX","",0,"no"
"4949","REP","Trump",16651,"Donald Trump",36.2,"Cygnal/Aspect Strategic","Colorado",0,"no"
"4950","REP","Trump",16651,"Donald Trump",42,"YouGov","",0,"no"
"4951","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"4952","REP","Trump",16651,"Donald Trump",37,"YouGov","",0,"no"
"4953","REP","Trump",16651,"Donald Trump",36,"YouGov","",0,"no"
"4954","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"4955","REP","Trump",16651,"Donald Trump",35,"Leger","",0,"no"
"4956","REP","Trump",16651,"Donald Trump",41,"Morning Consult","",0,"no"
"4957","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"4958","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"4959","REP","Trump",16651,"Donald Trump",38.6,"Big Data Poll","Wisconsin",0,"no"
"4960","REP","Trump",16651,"Donald Trump",39,"Big Data Poll","Wisconsin",0,"no"
"4961","REP","Trump",16651,"Donald Trump",38.7,"Big Data Poll","Wisconsin",0,"no"
"4962","REP","Trump",16651,"Donald Trump",39.2,"Big Data Poll","Wisconsin",0,"no"
"4963","REP","Trump",16651,"Donald Trump",39.4,"Big Data Poll","Wisconsin",0,"no"
"4964","REP","Trump",16651,"Donald Trump",40,"Big Data Poll","Wisconsin",0,"no"
"4965","REP","Trump",16651,"Donald Trump",37.8,"Big Data Poll","Minnesota",0,"no"
"4966","REP","Trump",16651,"Donald Trump",38.6,"Big Data Poll","Minnesota",0,"no"
"4967","REP","Trump",16651,"Donald Trump",34.3,"Big Data Poll","Minnesota",0,"no"
"4968","REP","Trump",16651,"Donald Trump",35.6,"Big Data Poll","Minnesota",0,"no"
"4969","REP","Trump",16651,"Donald Trump",36.1,"Big Data Poll","Minnesota",0,"no"
"4970","REP","Trump",16651,"Donald Trump",36.9,"Big Data Poll","Minnesota",0,"no"
"4971","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"4972","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"4973","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"4974","REP","Trump",16651,"Donald Trump",47.3,"Emerson","",0,"no"
"4975","REP","Trump",16651,"Donald Trump",42.2,"Emerson","",0,"no"
"4976","REP","Trump",16651,"Donald Trump",49,"McLaughlin","",0,"no"
"4977","DEM","Harris",16661,"Kamala Harris",40,"McLaughlin","",1,"no"
"4978","REP","Trump",16651,"Donald Trump",51,"McLaughlin","",0,"yes"
"4979","REP","Trump",16651,"Donald Trump",36,"McLaughlin","",0,"no"
"4980","REP","Trump",16651,"Donald Trump",42,"Tulchin Research","Arizona",0,"no"
"4981","REP","Trump",16651,"Donald Trump",44,"Roanoke College","Virginia",0,"no"
"4982","REP","Trump",16651,"Donald Trump",36,"NORC","",0,"no"
"4983","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"4984","REP","Trump",16651,"Donald Trump",43.2,"Big Data Poll","Ohio",0,"no"
"4985","REP","Trump",16651,"Donald Trump",44.3,"Big Data Poll","Ohio",0,"no"
"4986","REP","Trump",16651,"Donald Trump",42.2,"Big Data Poll","Ohio",0,"no"
"4987","REP","Trump",16651,"Donald Trump",43.1,"Big Data Poll","Ohio",0,"no"
"4988","REP","Trump",16651,"Donald Trump",42.8,"Big Data Poll","Ohio",0,"no"
"4989","REP","Trump",16651,"Donald Trump",44,"Big Data Poll","Ohio",0,"no"
"4990","REP","Trump",16651,"Donald Trump",40.7,"Big Data Poll","Michigan",0,"no"
"4991","REP","Trump",16651,"Donald Trump",42.1,"Big Data Poll","Michigan",0,"no"
"4992","REP","Trump",16651,"Donald Trump",39.9,"Big Data Poll","Michigan",0,"no"
"4993","REP","Trump",16651,"Donald Trump",41.4,"Big Data Poll","Michigan",0,"no"
"4994","REP","Trump",16651,"Donald Trump",39.2,"Big Data Poll","Michigan",0,"no"
"4995","REP","Trump",16651,"Donald Trump",40.6,"Big Data Poll","Michigan",0,"no"
"4996","REP","Trump",16651,"Donald Trump",40.5,"Big Data Poll","Pennsylvania",0,"no"
"4997","REP","Trump",16651,"Donald Trump",41.3,"Big Data Poll","Pennsylvania",0,"no"
"4998","REP","Trump",16651,"Donald Trump",39.9,"Big Data Poll","Pennsylvania",0,"no"
"4999","REP","Trump",16651,"Donald Trump",40.8,"Big Data Poll","Pennsylvania",0,"no"
"5000","REP","Trump",16651,"Donald Trump",40.1,"Big Data Poll","Pennsylvania",0,"no"
"5001","REP","Trump",16651,"Donald Trump",40.9,"Big Data Poll","Pennsylvania",0,"no"
"5002","REP","Trump",16651,"Donald Trump",53,"HarrisX","",0,"yes"
"5003","REP","Trump",16651,"Donald Trump",43,"HarrisX","",0,"no"
"5004","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5005","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"5006","REP","Trump",16651,"Donald Trump",47,"Echelon Insights","",0,"no"
"5007","REP","Trump",16651,"Donald Trump",42,"Embold Research","Minnesota",0,"no"
"5008","REP","Trump",16651,"Donald Trump",53,"HarrisX/Harris Poll","",0,"yes"
"5009","REP","Trump",16651,"Donald Trump",44,"HarrisX/Harris Poll","",0,"no"
"5010","REP","Trump",16651,"Donald Trump",43,"HarrisX/Harris Poll","",0,"no"
"5011","DEM","Harris",16661,"Kamala Harris",40,"HarrisX/Harris Poll","",1,"no"
"5012","REP","Trump",16651,"Donald Trump",52,"HarrisX/Harris Poll","",0,"yes"
"5013","DEM","Harris",16661,"Kamala Harris",43,"HarrisX/Harris Poll","",1,"no"
"5014","DEM","Harris",16661,"Kamala Harris",41,"HarrisX/Harris Poll","",1,"no"
"5015","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"5016","REP","Trump",16651,"Donald Trump",53,"Change Research","Nebraska",0,"yes"
"5017","REP","Trump",16651,"Donald Trump",46,"EPIC/MRA","Michigan",0,"no"
"5018","REP","Trump",16651,"Donald Trump",30,"PPIC","California",0,"no"
"5019","REP","Trump",16651,"Donald Trump",38,"PPP","Washington",0,"no"
"5020","REP","Trump",16651,"Donald Trump",47.7,"Cygnal","Florida",0,"no"
"5021","REP","Trump",16651,"Donald Trump",43.7,"Cygnal","Florida",0,"no"
"5022","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5023","REP","Trump",16651,"Donald Trump",36,"Siena","New York",0,"no"
"5024","REP","Trump",16651,"Donald Trump",28,"Siena","New York",0,"no"
"5025","REP","Trump",16651,"Donald Trump",51,"Ipsos","",0,"yes"
"5026","REP","Trump",16651,"Donald Trump",32,"Ipsos","",0,"no"
"5027","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5028","REP","Trump",16651,"Donald Trump",43,"YouGov","",0,"no"
"5029","REP","Trump",16651,"Donald Trump",36.9,"Emerson","California",0,"no"
"5030","REP","Trump",16651,"Donald Trump",30.8,"Emerson","California",0,"no"
"5031","REP","Trump",16651,"Donald Trump",34.9,"Emerson","California",0,"no"
"5032","DEM","Harris",16661,"Kamala Harris",47.2,"Emerson","California",1,"no"
"5033","REP","Trump",16651,"Donald Trump",37.9,"Emerson","California",0,"no"
"5034","REP","Trump",16651,"Donald Trump",48,"Hart/POS","",0,"no"
"5035","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5036","REP","Trump",16651,"Donald Trump",41.9,"Emerson","New Hampshire",0,"no"
"5037","REP","Trump",16651,"Donald Trump",36.7,"Emerson","New Hampshire",0,"no"
"5038","REP","Trump",16651,"Donald Trump",43.4,"Emerson","New Hampshire",0,"no"
"5039","REP","Trump",16651,"Donald Trump",42.5,"Emerson","New Hampshire",0,"no"
"5040","REP","Trump",16651,"Donald Trump",50,"Beacon/Shaw","",0,"yes"
"5041","DEM","Harris",16661,"Kamala Harris",45,"Beacon/Shaw","",1,"no"
"5042","REP","Trump",16651,"Donald Trump",50,"Beacon/Shaw","",0,"yes"
"5043","REP","Trump",16651,"Donald Trump",49,"Beacon/Shaw","",0,"no"
"5044","REP","Trump",16651,"Donald Trump",48,"Beacon/Shaw","",0,"no"
"5045","REP","Trump",16651,"Donald Trump",47,"Beacon/Shaw","",0,"no"
"5046","REP","Trump",16651,"Donald Trump",41,"Beacon/Shaw","",0,"no"
"5047","REP","Trump",16651,"Donald Trump",40,"Beacon/Shaw","",0,"no"
"5048","REP","Trump",16651,"Donald Trump",50,"Emerson","Ohio",0,"yes"
"5049","REP","Trump",16651,"Donald Trump",44.9,"Emerson","Ohio",0,"no"
"5050","REP","Trump",16651,"Donald Trump",44,"YouGov","",0,"no"
"5051","REP","Trump",16651,"Donald Trump",48,"Quinnipiac","",0,"no"
"5052","REP","Trump",16651,"Donald Trump",38,"Quinnipiac","",0,"no"
"5053","REP","Trump",16651,"Donald Trump",38,"Quinnipiac","",0,"no"
"5054","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5055","REP","Trump",16651,"Donald Trump",42,"Rasmussen","",0,"no"
"5056","REP","Trump",16651,"Donald Trump",39,"Rasmussen","",0,"no"
"5057","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"5058","REP","Trump",16651,"Donald Trump",38,"Lord Ashcroft Polls","",0,"no"
"5059","DEM","Harris",16661,"Kamala Harris",32,"Lord Ashcroft Polls","",1,"no"
"5060","REP","Trump",16651,"Donald Trump",38,"Lord Ashcroft Polls","",0,"no"
"5061","DEM","Harris",16661,"Kamala Harris",33,"Lord Ashcroft Polls","",1,"no"
"5062","DEM","Harris",16661,"Kamala Harris",30,"Lord Ashcroft Polls","",1,"no"
"5063","DEM","Harris",16661,"Kamala Harris",31,"Lord Ashcroft Polls","",1,"no"
"5064","REP","Trump",16651,"Donald Trump",49.3,"Florida Atlantic University/Mainstreet Research","Florida",0,"no"
"5065","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5066","REP","Trump",16651,"Donald Trump",49,"Siena","Tennessee",0,"no"
"5067","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"5068","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5069","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"5070","REP","Trump",16651,"Donald Trump",52,"Marquette Law School","",0,"yes"
"5071","REP","Trump",16651,"Donald Trump",51,"Marquette Law School","",0,"yes"
"5072","REP","Trump",16651,"Donald Trump",39,"Kaiser Family Foundation","",0,"no"
"5073","REP","Trump",16651,"Donald Trump",46,"Morning Consult","Arizona",0,"no"
"5074","REP","Trump",16651,"Donald Trump",40,"Morning Consult","Arizona",0,"no"
"5075","REP","Trump",16651,"Donald Trump",48,"Morning Consult","Georgia",0,"no"
"5076","REP","Trump",16651,"Donald Trump",43,"Morning Consult","Georgia",0,"no"
"5077","REP","Trump",16651,"Donald Trump",43,"Morning Consult","Michigan",0,"no"
"5078","REP","Trump",16651,"Donald Trump",37,"Morning Consult","Michigan",0,"no"
"5079","REP","Trump",16651,"Donald Trump",46,"Morning Consult","Nevada",0,"no"
"5080","REP","Trump",16651,"Donald Trump",39,"Morning Consult","Nevada",0,"no"
"5081","REP","Trump",16651,"Donald Trump",48,"Morning Consult","North Carolina",0,"no"
"5082","REP","Trump",16651,"Donald Trump",42,"Morning Consult","North Carolina",0,"no"
"5083","REP","Trump",16651,"Donald Trump",47,"Morning Consult","Pennsylvania",0,"no"
"5084","REP","Trump",16651,"Donald Trump",41,"Morning Consult","Pennsylvania",0,"no"
"5085","REP","Trump",16651,"Donald Trump",47,"Morning Consult","Wisconsin",0,"no"
"5086","REP","Trump",16651,"Donald Trump",38,"Morning Consult","Wisconsin",0,"no"
"5087","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5088","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"5089","REP","Trump",16651,"Donald Trump",39,"Meredith College","North Carolina",0,"no"
"5090","REP","Trump",16651,"Donald Trump",40.1,"Big Village","",0,"no"
"5091","REP","Trump",16651,"Donald Trump",37.1,"Big Village","",0,"no"
"5092","REP","Trump",16651,"Donald Trump",39.1,"Big Village","",0,"no"
"5093","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"5094","REP","Trump",16651,"Donald Trump",41,"Emerson","Michigan",0,"no"
"5095","REP","Trump",16651,"Donald Trump",43,"Emerson","Michigan",0,"no"
"5096","REP","Trump",16651,"Donald Trump",46.4,"Emerson","Pennsylvania",0,"no"
"5097","REP","Trump",16651,"Donald Trump",49.1,"Emerson","Pennsylvania",0,"no"
"5098","REP","Trump",16651,"Donald Trump",46.9,"Emerson","Georgia",0,"no"
"5099","REP","Trump",16651,"Donald Trump",49.1,"Emerson","Georgia",0,"no"
"5100","REP","Trump",16651,"Donald Trump",43.8,"Emerson","Wisconsin",0,"no"
"5101","REP","Trump",16651,"Donald Trump",45.2,"Emerson","Wisconsin",0,"no"
"5102","REP","Trump",16651,"Donald Trump",42.8,"Emerson","Arizona",0,"no"
"5103","REP","Trump",16651,"Donald Trump",45.5,"Emerson","Arizona",0,"no"
"5104","REP","Trump",16651,"Donald Trump",46.2,"Emerson","Nevada",0,"no"
"5105","REP","Trump",16651,"Donald Trump",47.3,"Emerson","Nevada",0,"no"
"5106","REP","Trump",16651,"Donald Trump",41,"TIPP","",0,"no"
"5107","REP","Trump",16651,"Donald Trump",37,"TIPP","",0,"no"
"5108","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"5109","REP","Trump",16651,"Donald Trump",51,"YouGov","",0,"yes"
"5110","REP","Trump",16651,"Donald Trump",29,"Elway","Washington",0,"no"
"5111","REP","Trump",16651,"Donald Trump",25,"Elway","Washington",0,"no"
"5112","REP","Trump",16651,"Donald Trump",45.4,"U. Georgia SPIA","Georgia",0,"no"
"5113","REP","Trump",16651,"Donald Trump",49,"Siena/NYT","Arizona",0,"no"
"5114","REP","Trump",16651,"Donald Trump",49,"Siena/NYT","Arizona",0,"no"
"5115","DEM","Harris",16661,"Kamala Harris",43,"Siena/NYT","Arizona",1,"no"
"5116","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","Arizona",0,"no"
"5117","DEM","Harris",16661,"Kamala Harris",43,"Siena/NYT","Arizona",1,"no"
"5118","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","Arizona",0,"no"
"5119","REP","Trump",16651,"Donald Trump",33,"Siena/NYT","Arizona",0,"no"
"5120","REP","Trump",16651,"Donald Trump",34,"Siena/NYT","Arizona",0,"no"
"5121","REP","Trump",16651,"Donald Trump",49,"Siena/NYT","Georgia",0,"no"
"5122","REP","Trump",16651,"Donald Trump",49,"Siena/NYT","Georgia",0,"no"
"5123","DEM","Harris",16661,"Kamala Harris",44,"Siena/NYT","Georgia",1,"no"
"5124","REP","Trump",16651,"Donald Trump",45,"Siena/NYT","Georgia",0,"no"
"5125","DEM","Harris",16661,"Kamala Harris",44,"Siena/NYT","Georgia",1,"no"
"5126","REP","Trump",16651,"Donald Trump",47,"Siena/NYT","Georgia",0,"no"
"5127","REP","Trump",16651,"Donald Trump",36,"Siena/NYT","Georgia",0,"no"
"5128","REP","Trump",16651,"Donald Trump",38,"Siena/NYT","Georgia",0,"no"
"5129","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","Michigan",0,"no"
"5130","REP","Trump",16651,"Donald Trump",46,"Siena/NYT","Michigan",0,"no"
"5131","DEM","Harris",16661,"Kamala Harris",45,"Siena/NYT","Michigan",1,"no"
"5132","REP","Trump",16651,"Donald Trump",47,"Siena/NYT","Michigan",0,"no"
"5133","DEM","Harris",16661,"Kamala Harris",48,"Siena/NYT","Michigan",1,"no"
"5134","REP","Trump",16651,"Donald Trump",46,"Siena/NYT","Michigan",0,"no"
"5135","REP","Trump",16651,"Donald Trump",34,"Siena/NYT","Michigan",0,"no"
"5136","REP","Trump",16651,"Donald Trump",34,"Siena/NYT","Michigan",0,"no"
"5137","REP","Trump",16651,"Donald Trump",52,"Siena/NYT","Nevada",0,"yes"
"5138","REP","Trump",16651,"Donald Trump",52,"Siena/NYT","Nevada",0,"yes"
"5139","DEM","Harris",16661,"Kamala Harris",42,"Siena/NYT","Nevada",1,"no"
"5140","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","Nevada",0,"no"
"5141","DEM","Harris",16661,"Kamala Harris",42,"Siena/NYT","Nevada",1,"no"
"5142","REP","Trump",16651,"Donald Trump",50,"Siena/NYT","Nevada",0,"yes"
"5143","REP","Trump",16651,"Donald Trump",38,"Siena/NYT","Nevada",0,"no"
"5144","REP","Trump",16651,"Donald Trump",40,"Siena/NYT","Nevada",0,"no"
"5145","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","Pennsylvania",0,"no"
"5146","REP","Trump",16651,"Donald Trump",49,"Siena/NYT","Pennsylvania",0,"no"
"5147","DEM","Harris",16661,"Kamala Harris",44,"Siena/NYT","Pennsylvania",1,"no"
"5148","REP","Trump",16651,"Donald Trump",47,"Siena/NYT","Pennsylvania",0,"no"
"5149","DEM","Harris",16661,"Kamala Harris",44,"Siena/NYT","Pennsylvania",1,"no"
"5150","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","Pennsylvania",0,"no"
"5151","REP","Trump",16651,"Donald Trump",35,"Siena/NYT","Pennsylvania",0,"no"
"5152","REP","Trump",16651,"Donald Trump",36,"Siena/NYT","Pennsylvania",0,"no"
"5153","REP","Trump",16651,"Donald Trump",45,"Siena/NYT","Wisconsin",0,"no"
"5154","REP","Trump",16651,"Donald Trump",45,"Siena/NYT","Wisconsin",0,"no"
"5155","DEM","Harris",16661,"Kamala Harris",46,"Siena/NYT","Wisconsin",1,"no"
"5156","REP","Trump",16651,"Donald Trump",47,"Siena/NYT","Wisconsin",0,"no"
"5157","DEM","Harris",16661,"Kamala Harris",46,"Siena/NYT","Wisconsin",1,"no"
"5158","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","Wisconsin",0,"no"
"5159","REP","Trump",16651,"Donald Trump",35,"Siena/NYT","Wisconsin",0,"no"
"5160","REP","Trump",16651,"Donald Trump",35,"Siena/NYT","Wisconsin",0,"no"
"5161","REP","Trump",16651,"Donald Trump",51,"Data for Progress","Ohio",0,"yes"
"5162","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5163","REP","Trump",16651,"Donald Trump",49,"CNN/SSRS","",0,"no"
"5164","REP","Trump",16651,"Donald Trump",41,"CNN/SSRS","",0,"no"
"5165","REP","Trump",16651,"Donald Trump",48,"Marquette Law School","Wisconsin",0,"no"
"5166","REP","Trump",16651,"Donald Trump",35,"Digital Research","Maine",0,"no"
"5167","REP","Trump",16651,"Donald Trump",27,"Digital Research","Maine CD-1",0,"no"
"5168","REP","Trump",16651,"Donald Trump",42,"Digital Research","Maine CD-2",0,"no"
"5169","REP","Trump",16651,"Donald Trump",51,"HarrisX","",0,"yes"
"5170","REP","Trump",16651,"Donald Trump",44,"HarrisX","",0,"no"
"5171","REP","Trump",16651,"Donald Trump",45.3,"Cygnal","",0,"no"
"5172","REP","Trump",16651,"Donald Trump",39.4,"Cygnal","",0,"no"
"5173","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5174","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5175","REP","Trump",16651,"Donald Trump",38,"YouGov","",0,"no"
"5176","REP","Trump",16651,"Donald Trump",42,"YouGov","",0,"no"
"5177","REP","Trump",16651,"Donald Trump",46,"Noble Predictive Insights","Arizona",0,"no"
"5178","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5179","REP","Trump",16651,"Donald Trump",43.5,"American Pulse","",0,"no"
"5180","REP","Trump",16651,"Donald Trump",39.3,"American Pulse","",0,"no"
"5181","REP","Trump",16651,"Donald Trump",46,"Quinnipiac","",0,"no"
"5182","REP","Trump",16651,"Donald Trump",36,"Quinnipiac","",0,"no"
"5183","REP","Trump",16651,"Donald Trump",35,"Quinnipiac","",0,"no"
"5184","REP","Trump",16651,"Donald Trump",31,"UC Berkeley","California",0,"no"
"5185","REP","Trump",16651,"Donald Trump",29,"UC Berkeley","California",0,"no"
"5186","REP","Trump",16651,"Donald Trump",35,"Redfield & Wilton Strategies","",0,"no"
"5187","REP","Trump",16651,"Donald Trump",40,"Redfield & Wilton Strategies","",0,"no"
"5188","REP","Trump",16651,"Donald Trump",36,"Leger","",0,"no"
"5189","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5190","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5191","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5192","REP","Trump",16651,"Donald Trump",40,"Susquehanna","",0,"no"
"5193","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"5194","REP","Trump",16651,"Donald Trump",47,"Echelon Insights","",0,"no"
"5195","REP","Trump",16651,"Donald Trump",46,"Tarrance","Nevada",0,"no"
"5196","REP","Trump",16651,"Donald Trump",44,"Noble Predictive Insights","",0,"no"
"5197","REP","Trump",16651,"Donald Trump",43,"Noble Predictive Insights","",0,"no"
"5198","DEM","Harris",16661,"Kamala Harris",45,"Noble Predictive Insights","",1,"no"
"5199","REP","Trump",16651,"Donald Trump",46,"Noble Predictive Insights","",0,"no"
"5200","DEM","Harris",16661,"Kamala Harris",43,"Noble Predictive Insights","",1,"no"
"5201","REP","Trump",16651,"Donald Trump",46,"Noble Predictive Insights","",0,"no"
"5202","REP","Trump",16651,"Donald Trump",46,"Noble Predictive Insights","",0,"no"
"5203","REP","Trump",16651,"Donald Trump",45,"Noble Predictive Insights","",0,"no"
"5204","REP","Trump",16651,"Donald Trump",45,"Noble Predictive Insights","",0,"no"
"5205","REP","Trump",16651,"Donald Trump",44,"Noble Predictive Insights","",0,"no"
"5206","REP","Trump",16651,"Donald Trump",45,"Noble Predictive Insights","",0,"no"
"5207","REP","Trump",16651,"Donald Trump",44,"Noble Predictive Insights","",0,"no"
"5208","REP","Trump",16651,"Donald Trump",46,"Clarity","",0,"no"
"5209","REP","Trump",16651,"Donald Trump",39,"Abacus Data","",0,"no"
"5210","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5211","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5212","REP","Trump",16651,"Donald Trump",48,"McLaughlin","",0,"no"
"5213","DEM","Harris",16661,"Kamala Harris",42,"McLaughlin","",1,"no"
"5214","REP","Trump",16651,"Donald Trump",50,"McLaughlin","",0,"yes"
"5215","REP","Trump",16651,"Donald Trump",39,"McLaughlin","",0,"no"
"5216","REP","Trump",16651,"Donald Trump",38,"McLaughlin","",0,"no"
"5217","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5218","REP","Trump",16651,"Donald Trump",45,"HarrisX","",0,"no"
"5219","REP","Trump",16651,"Donald Trump",40,"HarrisX","",0,"no"
"5220","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5221","REP","Trump",16651,"Donald Trump",42,"Franklin and Marshall College","Pennsylvania",0,"no"
"5222","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5223","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"5224","REP","Trump",16651,"Donald Trump",36.5,"Suffolk","",0,"no"
"5225","REP","Trump",16651,"Donald Trump",41,"Suffolk","",0,"no"
"5226","REP","Trump",16651,"Donald Trump",37,"Suffolk","",0,"no"
"5227","REP","Trump",16651,"Donald Trump",41,"Suffolk","",0,"no"
"5228","REP","Trump",16651,"Donald Trump",21,"UMass Amherst/YouGov","Massachusetts",0,"no"
"5229","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"5230","REP","Trump",16651,"Donald Trump",35,"Let's Preserve the American Dream","",0,"no"
"5231","REP","Trump",16651,"Donald Trump",45,"Let's Preserve the American Dream","",0,"no"
"5232","REP","Trump",16651,"Donald Trump",45,"Ohio Northern University Institute for Civics and Public Policy","Ohio",0,"no"
"5233","REP","Trump",16651,"Donald Trump",42,"Ohio Northern University Institute for Civics and Public Policy","Ohio",0,"no"
"5234","REP","Trump",16651,"Donald Trump",37,"Siena","New York",0,"no"
"5235","REP","Trump",16651,"Donald Trump",31,"Siena","New York",0,"no"
"5236","REP","Trump",16651,"Donald Trump",29,"PPIC","California",0,"no"
"5237","REP","Trump",16651,"Donald Trump",52,"HarrisX/Harris Poll","",0,"yes"
"5238","REP","Trump",16651,"Donald Trump",42,"HarrisX/Harris Poll","",0,"no"
"5239","REP","Trump",16651,"Donald Trump",41,"HarrisX/Harris Poll","",0,"no"
"5240","DEM","Harris",16661,"Kamala Harris",41,"HarrisX/Harris Poll","",1,"no"
"5241","REP","Trump",16651,"Donald Trump",48,"HarrisX/Harris Poll","",0,"no"
"5242","DEM","Harris",16661,"Kamala Harris",42,"HarrisX/Harris Poll","",1,"no"
"5243","DEM","Harris",16661,"Kamala Harris",41,"HarrisX/Harris Poll","",1,"no"
"5244","REP","Trump",16651,"Donald Trump",43,"Morning Consult","",0,"no"
"5245","REP","Trump",16651,"Donald Trump",45,"Alaska Survey Research","Alaska",0,"no"
"5246","REP","Trump",16651,"Donald Trump",37,"Alaska Survey Research","Alaska",0,"no"
"5247","REP","Trump",16651,"Donald Trump",47.2,"Emerson","",0,"no"
"5248","REP","Trump",16651,"Donald Trump",47.9,"Emerson","",0,"no"
"5249","REP","Trump",16651,"Donald Trump",42,"Morning Consult","",0,"no"
"5250","REP","Trump",16651,"Donald Trump",37.9,"Murphy Nasica & Associates","",0,"no"
"5251","REP","Trump",16651,"Donald Trump",45,"YouGov","Texas",0,"no"
"5252","REP","Trump",16651,"Donald Trump",41,"Morning Consult","",0,"no"
"5253","REP","Trump",16651,"Donald Trump",43,"YouGov","",0,"no"
"5254","REP","Trump",16651,"Donald Trump",40,"YouGov","",0,"no"
"5255","REP","Trump",16651,"Donald Trump",39,"YouGov","",0,"no"
"5256","REP","Trump",16651,"Donald Trump",43,"Premise","",0,"no"
"5257","REP","Trump",16651,"Donald Trump",44,"Premise","",0,"no"
